account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3512863,Almighty LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Telemarketing Bureaus and Other Contact Centers (561422),169 Center St,Manchester,CT,06040-5049,angelcarda314@gmail.com
3512868,B&A Loyalty services LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Couriers and Express Delivery Services (492110),403 Indian Ave,Bridgeport,CT,06606,abloyaltyservices@gmail.com
3512873,Lummar Commerce LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other General Merchandise Retailers (455219),56 Glendale Ave,Bridgeport,CT,06606-2705,info@lummarcommerce.com
3512884,V & R Constructions and Painting LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),2 Buff Ln,Bethel,CT,06801-1247,vvrconstructionandpainting@gmail.com
3512892,iUYa Health LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),7 Wyndemere,AVON,CT,06001,rachelvorobyev@gmail.com
3512893,K Luxe LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Telemarketing Bureaus and Other Contact Centers (561422),616 Allen St,New Britain,CT,06053-3332,karinar8094@gmail.com
3512895,Bible Adventures Toons LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Motion Picture and Video Production (512110),15 Manwaring Rd,Norwich,CT,06360-6507,bible.adventures.001@gmail.com
3512896,8 benson Rd LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Property Managers (531311),8 Benson Rd,Bethel,CT,06801-1706,stevedamico1965@icloud.com
3512898,Beef Supply Chain Solutions LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Management Consulting Services (541618),215 CORNWALL RD,WARREN,CT,06754-1519,guyficeto@yahoo.com
3512906,Pop up Bronze LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Personal Care Services (812199),40 Urban St,New Canaan,CT,06840,aurelia.heagle@yahoo.com
3512910,Shared Ground Society LLC,LLC,Active,2026-09-08,Domestic,Connecticut,All Other Miscellaneous Schools and Instruction (611699),462 Danbury Rd,Wilton,CT,06897-2132,hello@sharedgroundsociety.com
3512916,Sunny's Kitchen LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Food Service Contractors (722310),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512918,84 Foote Road LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),63 Woodland St,South Glastonbury,CT,06073-2720,84footerdllc@gmail.com
3512921,JRBY LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),58 Colonial Hts,Meriden,CT,06450-7907,onlyyou@jrby.company
3512925,All Axis LLC,LLC,Active,2026-09-08,Domestic,Connecticut,"General Freight Trucking, Local (484110)",181 Goshen Rd,Moosup,CT,06354,allaxisllc@yahoo.com
3512926,HOMEVENT PROS LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Services to Buildings and Dwellings (561790),2389 Main St,Glastonbury,CT,06033,homeventpros@gmail.com
3512934,BUILDPRO CITI LLC,LLC,Active,2026-09-08,Domestic,Connecticut,New Housing For-Sale Builders (236117),140 Seymour Rd,Woodbridge,CT,06525-1014,kamran@buildproct.com
3512935,"Spicy Kiss Foods, LLC",LLC,Active,2026-09-08,Domestic,Connecticut,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing (311941)",135 Mountain Brook Circle,Cheshire,CT,06410,ghnissan@yahoo.com
3512938,Alonso Consulting Limited Liability Company,LLC,Active,2026-09-08,Domestic,Connecticut,Telemarketing Bureaus and Other Contact Centers (561422),164 Jubilee St,New Britain,CT,06051-2408,alonsoconsultingllc@gmail.com
3512940,Legacy Point Partners LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Telemarketing Bureaus and Other Contact Centers (561422),89 Hawthorne St,Manchester,CT,06042-3022,alexiashanaye16@gmail.com
3512942,CAWO L.L.C.,LLC,Active,2026-09-08,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),491 Den Ln,Greenwich,CT,06831,courtneysclough@gmail.com
3512949,ClearSpace Junk Removal & Organizing LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Solid Waste Collection (562111),232 Bennett St,Bridgeport,CT,06605,clearspacejunkrun@gmail.com
3512950,Jexci LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Software Publishers (513210),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512951,True Rose Aesthetics LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Offices of Physicians except Mental Health Specialists (621111),17 HOME STAKE LN,KILLINGWORTH,CT,06419-2423,foxx022@comcast.net
3512961,Cutting Edge Assist PLLC,LLC,Active,2026-09-08,Domestic,Connecticut,Offices of All Other Miscellaneous Health Practitioners (621399),100 Arcadia Ave,Stratford,CT,06614-3503,cuttingedgeassistpllc@gmail.com
3512963,OTW Services LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Other Support Activities for Road Transportation (488490),309 Ely Ave,Norwalk,CT,06854-4634,otw.services01@gmail.com
3512967,Chmara Construction LLC,LLC,Active,2026-09-08,Domestic,Connecticut,Residential Remodelers (236118),22 White Plains Rd,Norwich,CT,06360-9469,chmara_construction@yahoo.com
3513044,EOS Hotel MGMT Holdings LLC,LLC,Active,2026-09-08,Foreign,,,"444 Madison Avenue, 14th Floor",New York,NY,10022,EStromberg@EOSInvestors.com
3513046,EOS Hospitality WAP Employee LLC,LLC,Active,2026-09-08,Foreign,,721110,"444 Madison Avenue, 14th Floor",New York,NY,10022,EStromberg@EOSInvestors.com
3513874,"CASERTA CONCEPTS, LLC",LLC,Active,2026-09-08,Foreign,,541611,"175 GREENWICH ST, 3WTC, 60-64TH FL",NEW YORK,NY,10007,CORPORATE_AGENT@MCKINSEY.COM
3513893,"OPTIFREIGHT LOGISTICS, LLC",LLC,Active,2026-09-08,Foreign,,,7000 CARDINAL PLACE,DUBLIN,OH,43017,CORPORATEFILINGS@CARDINALHEALTH.COM
3513979,LD TELECOM ASSETCO LLC,LLC,Active,2026-09-08,Foreign,,531390,"400 CONTINENTAL BLVD., STE 500",EL SEGUNDO,CA,90245,CMATTHEWS@LANDMARKDIVIDEND.COM
3502998,BG Design LLC,LLC,Active,2026-09-07,Foreign,RHODE ISLAND,Residential Remodelers (236118),43 Stella Dr,North Providence,RI,02911,garcia1000@cox.net
3509380,"Southport Hills, LLC",LLC,Active,2026-09-07,Domestic,Connecticut,"Corporate, Subsidiary, and Regional Managing Offices (551114)",25 EASTON RD,MONROE,CT,06468,domenicjp@aol.com
3511871,Davis Equipmemt Repair PLLC,LLC,Active,2026-09-07,Domestic,Connecticut,Commercial and Industrial Machinery and Equipment except Automotive and Electronic Repair and Maintenance (811310),11 Farnam Hl,Bethel,CT,06801,beckadavis8@gmail.com
3511873,DuckyDogCake LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Periodical Publishers (513120),363 Main St,Hartford,CT,06106-1824,info@duckydogcake.com
3511883,Rony LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Residential Remodelers (236118),938 Hancock Ave,Bridgeport,CT,06605,cordon_12@icloud.com
3511885,Sen Studios LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Software Publishers (513210),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511891,ABRAXAS STONE LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Business Support Services (561499),40 Balazs Rd,Willington,CT,06279-2400,ethan.griswold@gmail.com
3511893,Greengart Ventures LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Food Service Contractors (722310),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511897,Manchester Investment LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511898,Indorf Auctions LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Used Merchandise Retailers (459510),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511899,New England Property Care LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Landscaping Services (561730),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511900,Darice Corey LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511902,Walton Mini Golf LLC,LLC,Active,2026-09-07,Foreign,MISSOURI,All Other Consumer Goods Rental (532289),26 Loundsbury Ave,Norwalk,CT,06851-4514,wanderinggreensminigolf@gmail.com
3511903,Legacy MGT LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Portfolio Management and Investment Advice (523940),2389 Main St. Ste 100,06033,CT,06033,eastern@northwestregisteredagent.com
3511905,AMIR CONSTRUCTION LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),91 CAPEN STREET,WINDOR,CT,06095,amirllc0926@gmail.com
3511911,The Midnight Luncheon Inc.,Non-Stock,Active,2026-09-07,Domestic,Connecticut,Community Food Services (624210),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511913,Coco Design LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Interior Design Services (541410),530 Roxbury Rd,Stamford,CT,06902-1131,kryan7610@yahoo.com
3511929,UpscaleVenture Limited Liability Company,LLC,Active,2026-09-07,Domestic,Connecticut,All Other General Merchandise Retailers (455219),672 Queen St,Southington,CT,06489-1540,upscaleventures1@yahoo.com
3511933,"L & A Premium Landscaping, LLC",LLC,Active,2026-09-07,Domestic,Connecticut,Landscaping Services (561730),1 Carla Dr,Danbury,CT,06811-3880,lucascabucus2018@gmail.com
3511936,Ferraro House LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Offices of Other Holding Companies (551112),17 Rock Spring Rd,Stamford,CT,06906,michael@thumping-tails.com
3511937,"Southport Hill, LLC",LLC,Active,2026-09-07,Domestic,Connecticut,"Corporate, Subsidiary, and Regional Managing Offices (551114)",25 EASTON RD,MONROE,CT,06468,rjpaniccia@gmail.com
3511938,BlackFinn REI LLC,LLC,Active,2026-09-07,Foreign,WYOMING,Other Activities Related to Real Estate (531390),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@registeredagentsinc.com
3511942,KM EXPRESS TRANSPORT LLC,LLC,Active,2026-09-07,Domestic,Connecticut,"General Freight Trucking, Local (484110)",36 New St,Danbury,CT,06810-3500,kalexander193my@yahoo.com
3511943,Evergreen Suppliers LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Iron Ore Mining (212210),275 South St Apt 2F,Vernon Rockville,CT,06066,wayontomson@gmail.com
3511944,Genie Lamp LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Web Search Portals and All Other Information Services (519290),18 LOUGHRAN AVE,STAMFORD,CT,06902,mohamadfayyad@genielampgift.com
3511945,GreenBrain LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Software Publishers (513210),10 Cedar Ave,Wolcott,CT,06716,tgrabz6@gmail.com
3511946,COOL1ONE LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Other Computer Related Services (541519),97 Newkirk Street Suite 310,Jersey City,NJ,07306,eastern@northwestregisteredagent.com
3511949,Stoneworks of New England LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Masonry Contractors (238140),6 Watrous Farm Rd,Wallingford,CT,06492-2819,craig@stoneworksne.com
3511952,BodhiLuna LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Jewelry Retailers (458310),255 Strawberry Hill Ave,Stamford,CT,06902-2547,namaste@bodhiluna.com
3511953,DYBABYCOOL1 LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Other Computer Related Services (541519),97 Newkirk Street Suite 310,Jersey City,NJ,07306,eastern@northwestregisteredagent.com
3511954,J.D.Multiplus LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Beauty Salons (812112),120 Hillside Ave,Waterbury,CT,06710-2139,jdmultiplusllc@gmail.com
3511956,JA SILVA LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),1606BALDWIN ST,WATERBURY,CT,06706,jeni.nmelo@gmail.com
3511957,"GlowWithNathalieM, LLC",LLC,Active,2026-09-07,Domestic,Connecticut,Beauty Salons (812112),10 Pawtucket Avenue,Shelton,CT,06484,natmiguel@sbcglobal.net
3511964,DHT Services LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Miscellaneous Waste Management Services (562998),557 Prospect Ave. Suite 102,West Hartford,CT,06105,deontekeys203@icloud.com
3511968,Pierina & Co. LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Marketing Consulting Services (541613),198 Farmington Ave,Berlin,CT,06037-1266,pierinapalacios@icloud.com
3511973,Dayana Cleaning Company LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Janitorial Services (561720),57 Westerly St,Manchester,CT,06042-3081,dayanacleaningct@gmail.com
3511976,Shacee Stoner Brand LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Miscellaneous Retailers (459999),557 Prospect Ave. Suite 102,West Hartford,CT,06105,shaceestoner@gmail.com
3511980,Ken�s Family Shipping L.L.C.,LLC,Active,2026-09-07,Domestic,Connecticut,Private Mail Centers (561431),557 Prospect Ave. Suite 102,West Hartford,CT,06105,woukendall@gmail.com
3511985,Jacob�s Corner LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),505 Burnside Ave,East Hartford,CT,06108,rb1hart2001@gmail.com
3511987,Different Together Consulting LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Miscellaneous Schools and Instruction (611699),855 Main St,Bridgeport,CT,06604,westby.katie@gmail.com
3511989,QB Support LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Motion Picture and Video Production (512110),40 Donna Dr,New Haven,CT,06513,eastern@northwestregisteredagent.com
3512002,16 Bayberry Limited Liability Company,LLC,Active,2026-09-07,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),78 Random Rd,Fairfield,CT,06825-1406,acohen9733@aol.com
3512004,Americaeverydayapparel LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),133 Niles Hill Rd,Waterford,CT,06385,americaeverydayapparel@gmail.com
3512010,Sofisa Global Import LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),470 James St,New Haven,CT,06513,raulvpd@gmail.com
3512011,Batim Investments LLC,LLC,Active,2026-09-07,Foreign,DELAWARE,Lessors of Residential Buildings and Dwellings (531110),399 Whalley Ave,New Haven,CT,06511-3008,leibi@mandymanagement.com
3512013,Three Brooks in the Woods LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Support Activities for Forestry (115310),10 Sexton Hill Rd,East Hampton,CT,06424,eastern@registeredagentsinc.com
3512014,1FAM LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Offices of Other Holding Companies (551112),44 Elizabeth Street,Bridgeport,CT,06610-3219,mattfammatt@gmail.com
3512015,"Fox and Son's Property Solutions, LLC",LLC,Active,2026-09-07,Domestic,Connecticut,Residential Remodelers (236118),33 Marilyn Dr,Glastonbury,CT,06033-4128,foxandsonspropertysolutions@gmail.com
3512019,Clover & Key Properties LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Traveler Accommodation (721199),11 Washington Ave,Sandy Hook,CT,06482-1339,shamrock77jms@aol.com
3512021,Majors Pro Solutions LLC,LLC,Active,2026-09-07,Domestic,Connecticut,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",130 Myron Street,New Haven,CT,06512-3951,devonemajors@gmail.com
3512023,Hill Fitness LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Sports and Recreation Instruction (611620),105 Overlook Drive,Windsor,CT,06095,rhhfit@gmail.com
3512026,Health360 LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Professional and Management Development Training (611430),25 Bramley Rd,West Hartford,CT,06110-1603,health360office@gmail.com
3512040,Farm Chase LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Residential Property Managers (531311),117 Juniper Dr,Avon,CT,06001-3472,quncheng3@icloud.com
3512041,Tremblay Tree Management LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Landscaping Services (561730),498 Root Rd,Coventry,CT,06238-1659,tremblaytreemanagement@gmail.com
3512042,Amity Boys Hockey Parents Club Corporation,Non-Stock,Active,2026-09-07,Domestic,Connecticut,Sports Teams and Clubs (711211),,,,,amityspartanshockeyparents@gmail.com
3512046,KaVeer LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Advertising Agencies (541810),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512053,Prime Source Holding LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Wholesale Trade Agents and Brokers (425120),1273 North Ave,Bridgeport,CT,06604-2717,primeholdings101@gmail.com
3512055,Selah Studio LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Motion Picture and Video Production (512110),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512058,Chris reliable Business LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Miscellaneous Retailers (459999),24 Mountain St,Hartford,CT,06106,allenchris288@gmail.com
3512062,Brand Culture Media Studios Limited Liability Company,LLC,Active,2026-09-07,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),1162 Dixwell Ave,Hamden,CT,06514-4732,bcmstudios203@gmail.com
3512068,MEDICAL DIRECTOR SERVICES CONNECTICUT P.C.,Stock,Active,2026-09-07,Domestic,Connecticut,Offices of Physicians except Mental Health Specialists (621111),,,,,sop@nucofilings.com
3512074,Schedride LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Software Publishers (513210),10 STEPPINGSTONE PL,CT,CT,06850,johnjeannis@gmail.com
3512075,Woofies Pet Care LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Pet Care except Veterinary Services (812910),395 Lebanon Ave,Lebanon,CT,06249,860woofiespetcare@gmail.com
3512078,ALEX ROOFING LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Landscaping Services (561730),192 PARK ST,WEST HAVEN,CT,06516,katherinramirez012@yahoo.com
3512089,Recycled Charm Collective LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Miscellaneous Retailers (459999),18 Gallaudet Dr,West Hartford,CT,06107,kearaboisjolie@gmail.com
3512096,Breezy Farm LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Wineries (312130),383 Bethel Rd,Griswold,CT,06351,jason@breezyfarm.com
3512098,KODIO 77 LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),77 Glenrock,Norwalk,CT,06850-1380,k.gbenro@gmail.com
3512100,MS Cool LLC,LLC,Active,2026-09-07,Domestic,Connecticut,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",130 Mulberry St,Stamford,CT,06907-1717,mscools014@gmail.com
3512102,"Fantastic Finds, Inc.",Stock,Active,2026-09-07,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",,,,,chrisnemphos@gmail.com
3512108,Mobile SAFA LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512120,"Lily Nails Spa Co, LLC",LLC,Active,2026-09-07,Domestic,Connecticut,Nail Salons (812113),469 Howe Ave,Shelton,CT,06484,lilynailspaco@gmail.com
3512121,BRE & Friends LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Book Publishers (513130),226 Upper State St,North Haven,CT,06473-1235,brenda@cascadingpondpress.com
3512126,MadeFromLiving LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Media Representatives (541840),268 Post Rd Ste 200 #558574,Fairfield,CT,06824,madefromliving@yahoo.com
3512132,A COMPASSIONATE VOICE LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Other Individual and Family Services (624190),231 Still Water Circle,Brookfield,CT,06804,fawcettconsultinggroup@outlook.com
3512138,Alliance Advisory Collective LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),85 River Rd,Barkhamsted,CT,06063-3321,jen@allianceadvisorycollective.com
3512143,WAYFIELD CAPITAL LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),457 Fanning St,Staten Island,NY,10314-5268,lmanagestone@gmail.com
3512146,Quality Home Work LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Janitorial Services (561720),143 Pine Hill Road,Thomaston,CT,06787,groovyglammie@gmail.com
3512148,FENIX Rich L.L.C.,LLC,Active,2026-09-07,Domestic,Connecticut,Clothing and Clothing Accessories Merchant Wholesalers (424350),32 Baltimore St,Hartford,CT,06112-2116,fenixrich@gmail.com
3512153,Loyalty A&B Services LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Couriers and Express Delivery Services (492110),403 Indian Ave,Bridgeport,CT,06606,abloyaltyservices@gmail.com
3512155,Blue Cedar Realty LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512159,Private Concierge Care living LLC,LLC,Active,2026-09-07,Domestic,Connecticut,"Rooming and Boarding Houses, Dormitories, and Workers' Camps (721310)",CT,West haven,CT,06516,sherroinescmc@gmail.com
3512160,Interrobang LLC,LLC,Active,2026-09-07,Domestic,Connecticut,"Independent Artists, Writers, and Performers (711510)",1136 Ogden Street Ext,Bridgeport,CT,06610-2724,hello@interrobangtrivia.com
3512161,JUNCOS HOT RODS LLC,LLC,Active,2026-09-07,Domestic,Connecticut,General Automotive Repair (811111),198 Lexington Ave,Bridgeport,CT,06604-3116,favibuiss@gmail.com
3512172,DOREVA & CO. LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other General Merchandise Retailers (455219),15 Grove Avenue,Groton,CT,06340,rosario.rebecca1986@gmail.com
3512183,Torque Union Mobile LLC,LLC,Active,2026-09-07,Domestic,Connecticut,All Other Automotive Repair and Maintenance (811198),58 Crystal Ln,Storrs Mansfield,CT,06268-1168,torque.union.auto@gmail.com
3512186,Renova Capital Group Co.,Stock,Active,2026-09-07,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),,,,,renovacapitalgroupco@gmail.com
3512188,The Polished Penny LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),14 Flagstad Rd,West Hartford,CT,06107-1124,susan.catizone@gmail.com
3512199,Blue Phoenix Multiservices LLC,LLC,Active,2026-09-07,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3512249,G&I XII BISHOPS CORNER LLC,LLC,Active,2026-09-07,Foreign,,,"575 FIFTH AVENUE, 38TH FLOOR",NEW YORK,NY,10017,Inegron@draadvisors.com
3512269,G&I XII SAND HILL PLAZA LLC,LLC,Active,2026-09-07,Foreign,,,"575 FIFTH AVENUE, 38TH FLOOR",NEW YORK,NY,10017,Inegron@draadvisors.com
3511557,MissELKK LLC,LLC,Active,2026-09-06,Domestic,Connecticut,"Cosmetics, Beauty Supplies, and Perfume Retailers (456120)",500 Bedford St,Stamford,CT,06901,info@misselkk.com
3511662,"Blu Nose Scoop Co., LLC",LLC,Active,2026-09-06,Domestic,Connecticut,Pet Care except Veterinary Services (812910),359 Boston Post Rd,East Lyme,CT,06333-1402,blunosescoopco@gmail.com
3511665,J-Squared Travel LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Travel Agencies (561510),237 West Road,Colchester,CT,06415,jsquaredtravelllc@gmail.com
3511668,Hartford Community Services Inc.,Non-Stock,Active,2026-09-06,Domestic,Connecticut,Professional Organizations (813920),,,,,youngthad123@gmail.com
3511672,ProSource Solutions LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Insurance Agencies and Brokerages (524210),41 Hillside ave,New Haven,CT,06512,info@prosourcesolutionsct.com
3511674,Precision Motors Limited Liability Company,LLC,Active,2026-09-06,Domestic,Connecticut,General Automotive Repair (811111),107 Franklin Ave,Hartford,CT,06114-4045,service@precisionmotorsllc.com
3511684,Ekon Trading LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Sporting Goods Retailers (459110),987 silver lane,East Hartford,CT,06118,ekontrading1@gmail.com
3511685,J&Bs Real Estate LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),95 Anita Dr,East Hartford,CT,06118,crawfordjohnette@gmail.com
3511686,Dosera LLC,LLC,Active,2026-09-06,Domestic,Connecticut,All Other Health and Personal Care Retailers (456199),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3511693,The Village Academy Inc,Non-Stock,Active,2026-09-06,Domestic,Connecticut,Sports Teams and Clubs (711211),,,,,veronicarosa_89@yahoo.com
3511696,"Doody Calls, LLC",LLC,Active,2026-09-06,Domestic,Connecticut,Other Waste Collection (562119),187 Natchaug Dr,Meriden,CT,06450,doodycallsllc2@gmail.com
3511700,Pyles Equity Management LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Offices of Other Holding Companies (551112),75 Tolland Turnpike,Ellington,CT,06029,pylesequity@gmail.com
3511702,Vardo Distribution LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Other Grocery and Related Products Merchant Wholesalers (424490),65 Westville Ave,Danbury,CT,06810-5327,jeanettef0112@gmail.com
3511704,United By Comedy LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Motion Picture and Video Production (512110),"550 Summer St, Unit 648",Stamford,CT,06901,info@unitedbycomedy.com
3511708,James Benard Plumbing LLC,LLC,Active,2026-09-06,Domestic,Connecticut,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",681 John Fitch Blvd,South Windsor,CT,06074-3300,enardj@yopmail.com
3511712,M&T GENERAL CONTRACTOR LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Other Services to Buildings and Dwellings (561790),74 Rowe Ave,Hartford,CT,06106-1038,monaspike@gmail.com
3511715,Robert Waleczek LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing (333415),14844 NE 13th St,Bellevue,WA,98007-4234,darbaby@yopmail.com
3511719,Theslowswing LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Periodical Publishers (513120),211 Pembroke Ter,Glastonbury,CT,06033-2869,gjv1000@gmail.com
3511721,GBK Management LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Residential Property Managers (531311),3 Water Street,Mystic,CT,06355,eric@esgoodmangroup.com
3511723,Skyblue Tax IQ LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Other Accounting Services (541219),703 Hebron Ave,Glastonbury,CT,06033,eric@skybluetaxiq.com
3511727,AM Truck and Trailer LLC,LLC,Active,2026-09-06,Domestic,Connecticut,General Automotive Repair (811111),35 Tripp Hollow Rd,Brooklyn,CT,06234,amtruckandtrailerllc@gmail.com
3511729,CGM Media Partners LLC,LLC,Active,2026-09-06,Domestic,Connecticut,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",108 croft drive,manchester,CT,06042,nicholas@cgmcreators.com
3511733,Granite Peak Electric LLC,LLC,Active,2026-09-06,Domestic,Connecticut,Electrical Contractors and Other Wiring Installation Contractors (238210),104 James St,Colchester,CT,06415-1135,granitepeakelectric@gmail.com
