permit,job_filing,filing_reason,issued,approved,expires,work_type,job_description,estimated_cost,house,street,borough,zip,contractor_license_type,contractor_business,contractor_address,owner_business,owner_city,owner_state,status
B01453384-I1-GC,B01453384-I1,Initial Permit,2026-09-08,2026-09-04,2027-07-13,General Construction,"REMOVE & ERECT PARTIAL PARTITION WALL AND INTERIOR RENOVATION ON CEL, 1ST & 2ND FLOOR. NO CHANGE IN USE GROUP, EGRESS AND OCCUPANCY. (TOTAL: EXISTING TWO FAMILY DWELLING UNITS UNDER CO# 5406/1920)",134750,624,68 STREET,Brooklyn,11220,GC,JZ CONSTRUCTION GROUP INC,3226 UNION STREET STE 1C,MING TOWN LLC,,,Permit Issued
B01453412-I1-GC,B01453412-I1,Initial Permit,2026-09-08,2026-09-04,2027-03-04,General Construction,"FILING GC WORK ON ATTIC FLOOR OF EXIST. RESIDENTIAL BUILDING W/ REMOVE PARTITIONS & DOORS TO ADDRESS VIOLATION # 35483413P. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",10000,368,54 STREET,Brooklyn,11220,GC,MERCURY BUILDING ASSO INC,124-15 METROPOLITAN AVENUE,PR,,,Permit Issued
B01454097-I1-GC,B01454097-I1,Initial Permit,2026-09-08,2026-09-03,2026-10-18,General Construction,"INSTALLATION OF A NEW AWNING READINGC.L ELECTRICAL CORP ON THE EXISTING BUILDING AS PER PLAN HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",3000,2010,BAY RIDGE PARKWAY,Brooklyn,11204,GC,KALE CONSTRUCTION INC,145-12 24 AVE,Not Applicable,,,Permit Issued
B01454274-I1-GC-CX,B01454274-I1,Initial Permit,2026-09-08,2026-09-02,2026-10-18,Structural,"INTERIOR RENOVATION OF EXISTING ONE FAMILY HOUSE. REPLACE FRONT FACADE SIDING TO BRICK VENEER. NO CHANGE IN EGRESS, USE, OR OCCUPANCY.",200000,37,JEFFERSON STREET,Brooklyn,11206,GC,KALE CONSTRUCTION INC,145-12 24 AVE,PR,,,Permit Issued
B01454403-I1-ST,B01454403-I1,Initial Permit,2026-09-08,2026-09-04,2026-12-15,Structural,"REMOVE AND REPLACE EXISTING WOOD FLOOR AND ROOF FRAMING WITH NEW COLD-FORMED STEEL JOISTS AS SHOWN ON PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",50000,823,40 STREET,Brooklyn,11232,GC,KW DEVELOPMENT CONTRACTIN,1323 64 STREET,Not Applicable,,,Permit Issued
B01454799-I1-GC,B01454799-I1,Initial Permit,2026-09-08,2026-09-03,2027-01-02,General Construction,"General construction associated with renovations to existing three family building. No change in occupancy, use or egress.",335000,1327,BUSHWICK AVENUE,Brooklyn,11207,GC,HARROW NY INC,50-20 38TH STREET,GREENBROOK PARTNERS,,,Permit Issued
B01454859-I1-FN,B01454859-I1,Initial Permit,2026-09-08,2026-09-08,2027-07-02,Construction Fence,"INSTALLATION OF TEMPORARY CONSTRUCTION FENCE AT 1400 BERGEN STREET BROOKLYN NY 11213 AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,1400,BERGEN STREET,Brooklyn,11213,GC,MNK ENTERPRISES LLC,602 BAY PINE AIRE DRIVE,NYCHA,,,Permit Issued
B01454877-I1-SH,B01454877-I1,Initial Permit,2026-09-08,2026-09-08,2026-12-07,Sidewalk Shed,"INSTALLATION OF NEW SIDEWALK SHED AT 1400 BERGEN STREET BROOKLYN NY 11213 AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,1400,BERGEN STREET,Brooklyn,11213,GC,MNK ENTERPRISES LLC,602 BAY PINE AIRE DRIVE,NYCHA,,,Permit Issued
B01454911-I1-FN,B01454911-I1,Initial Permit,2026-09-08,2026-09-08,2027-07-02,Construction Fence,"INSTALLATION OF TEMPORARY CONSTRUCTION FENCE AT 1414 BERGEN STREET BROOKLYN NY 11213 AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,1414,BERGEN STREET,Brooklyn,11213,GC,MNK ENTERPRISES LLC,602 BAY PINE AIRE DRIVE,NYCHA,,,Permit Issued
B01454924-I1-SH,B01454924-I1,Initial Permit,2026-09-08,2026-09-08,2026-12-07,Sidewalk Shed,"INSTALLATION OF NEW SIDEWALK SHED AT 1414 BERGEN STREET BROOKLYN NY 11213 AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,1414,BERGEN STREET,Brooklyn,11213,GC,MNK ENTERPRISES LLC,602 BAY PINE AIRE DRIVE,NYCHA,,,Permit Issued
B01454952-I1-FN,B01454952-I1,Initial Permit,2026-09-08,2026-09-08,2027-07-02,Construction Fence,"INSTALLATION OF TEMPORARY CONSTRUCTION FENCE AT 1430 BERGEN STREET BROOKLYN NY 11213 AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,1430,BERGEN STREET,Brooklyn,11213,GC,MNK ENTERPRISES LLC,602 BAY PINE AIRE DRIVE,NYCHA,,,Permit Issued
B01454968-I1-SH,B01454968-I1,Initial Permit,2026-09-08,2026-09-08,2026-12-07,Sidewalk Shed,"INSTALLATION OF NEW SIDEWALK SHED AT 1430 BERGEN STREET BROOKLYN NY 11213 AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,1430,BERGEN STREET,Brooklyn,11213,GC,MNK ENTERPRISES LLC,602 BAY PINE AIRE DRIVE,NYCHA,,,Permit Issued
B01456051-I1-SF,B01456051-I1,Initial Permit,2026-09-08,2026-09-08,2026-10-06,Supported Scaffold,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,2003,EAST 3 STREET,Brooklyn,11223,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
B01456051-I1-SH,B01456051-I1,Initial Permit,2026-09-08,2026-09-08,2026-10-06,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,2003,EAST 3 STREET,Brooklyn,11223,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
B01456331-I1-SL,B01456331-I1,Initial Permit,2026-09-08,2026-09-08,2027-02-22,Solar,"Installation of solar electric generation system for utility interconnection. No changes being made to use, occupancy, egress, or anything not marked on the planset and supporting documents.",10000,586,16 STREET,Brooklyn,11218,GC,SUSTAINABLE STRATEGIES,199 TOMPKINS AVE,Not Applicable,,,Permit Issued
B01456374-I1-PMM,B01456374-I1,Initial Permit,2026-09-08,2026-09-08,2026-11-16,Protection and Mechanical Methods,"INSTALLATION OF TEMPORARY OVERHEAD PROTECTION AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",4000,1963,59 STREET,Brooklyn,11204,GC,CORE SCAFFOLD SYSTEMS INC,417 MYRTLE AVE SUITE 14,OWNERS REP,,,Permit Issued
B01456415-I1-SH,B01456415-I1,Initial Permit,2026-09-08,2026-09-08,2026-12-07,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CH #33 OF THE NYC CODE 2022. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.",9000,373,PACIFIC STREET,Brooklyn,11217,GC,GSR CONTRACTOR INC,584 TERRY PLACE,GSR CONTRACTOR INC.,,,Permit Issued
B01456465-I1-SF,B01456465-I1,Initial Permit,2026-09-08,2026-09-08,2026-10-06,Supported Scaffold,"INSTALLATION OF PIPE SCAFFOLDING AS PER PLANS. PIPE SCAFFOLDING SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE 2022. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",5000,402,AVENUE T,Brooklyn,11223,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
M00517427-I1-ST,M00517427-I1,Initial Permit,2026-09-08,2024-07-22,2027-04-01,Structural,"HEREWITH FILING STRUCTURAL WORK AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANC",241660,100,WEST 114 STREET,Manhattan,10026,GC,TOUCHSTONE RENOVATIONS LL,200 BUSINESS PARK DR STE 307,Not Applicable,,,Permit Issued
M00553269-I1-BE,M00553269-I1,Initial Permit,2026-09-08,2022-04-17,2026-12-31,Boiler Equipment,Boiler Modification to add new natural gas service to transition boiler plant from fuel oil to dual-fuel. Existing dual fuel-capable burners to be reused. Plumbing work for gas connection filed under separate application. Fuel burner tab ch,100000,2,MONROE STREET,Manhattan,10002,O,G BASSOLINO PLB LTD,390A TIFFANY STREET,KNICKERBOCKER VILLAGE INC,,,Permit Issued
M00615380-Z6-PMM,M00615380-Z6,Initial Permit,2026-09-08,2026-09-08,2027-04-01,Protection and Mechanical Methods,"INSTALLATION AND USE OF TEMPORARY INTERIOR CLIMBING PLATFORMS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",0,343,MADISON AVENUE,Manhattan,10017,GC,HIGHRISE SAFETY SYSTEMS I,"273 WALT WHITMAN RD, STE 136",BXP,,,Permit Issued
M00858480-S3-EW-SP,M00858480-S3,Initial Permit,2026-09-08,2026-08-11,2026-12-31,Sprinklers,"Install 54 new sprinkler heads and relocate 6. No change in use, egress or occupancy.",66690,768,5 AVENUE,Manhattan,10019,F,ALLSTATE SPRINKLER LLC,1869 WHITE PLAINS ROAD,FIRSTSERVICE RESIDENTIAL,,,Permit Issued
M01033460-S6-BE,M01033460-S6,Initial Permit,2026-09-08,2026-05-12,2027-06-29,Boiler Equipment,"BOILER REPLACEMENT. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",503800,15,EAST 124 STREET,Manhattan,10035,P,DUAL FUEL PLUBING & HTING,"435 AUSTIN PLACE, SUITE D",NEW YORK CITY HOUSING AUTHORITY,,,Permit Issued
M01051059-S3-PL,M01051059-S3,Initial Permit,2026-09-08,2026-06-23,2026-10-10,Plumbing,"RENOVATE ENTIRE 10th FLOOR BY REMOVING EXISTING PLUMBING FIXTURES AND INSTALLING NEW AND ALSO REPLACE, RELOCATE AND CAP & SEAL AS PER PLANS FIILED.",31400,160,EAST 56 STREET,Manhattan,10022,P,KSP PLUMBING INC,30 WALL STREET FL 8,AR PROPERTIES GROUP LLC,,,Permit Issued
M01072974-I1-ST,M01072974-I1,Initial Permit,2026-09-08,2024-07-16,2027-04-01,Structural,CONCRETE REPAIRS IN PIT WALLS,134200,765,FDR DRIVE,Manhattan,10009,GC,JEMCO ELECTRICAL CONT INC,92-13 180TH STREET,NEW YORK CITY HOUSING AUTHORITY,,,Permit Issued
M01081107-I1-GC,M01081107-I1,Initial Permit,2026-09-08,2024-07-31,2026-10-28,General Construction,PARTIAL DEMOLITION AND RENOVATION OF SIDEWALK VAULTS AS PER PLANS. INSTALLATION OF WATERPROOFING AND INSULATION,250000,509,MADISON AVENUE,Manhattan,10022,GC,MJM CONSTR ASSOCIATES LLC,125 BEACH 128TH STREET,509 MADISON AVENUE ASSOCIATES,,,Permit Issued
M01081107-S3-ST,M01081107-S3,Initial Permit,2026-09-08,2024-08-05,2026-10-28,Structural,PARTIAL DEMOLITON OF SIDEWALK VAULT AND STRUCTURAL BRACING AND SHORING,200000,509,MADISON AVENUE,Manhattan,10022,GC,MJM CONSTR ASSOCIATES LLC,125 BEACH 128TH STREET,509 MADISON AVENUE ASSOCIATES,,,Permit Issued
M01155239-S3-ST,M01155239-S3,Initial Permit,2026-09-08,2026-07-30,2026-12-09,Structural,"NEW OPENING IN FACADE WALL FOR HVAC UNIT. NO CHANGE IN USE, OCCUPANCY, OR EGRESS.",20000,38,EAST 85 STREET,Manhattan,10028,GC,MINOS CONSTRUCTION CORP,162-46 12TH ROAD,,,,Permit Issued
M01165028-S1-MS,M01165028-S1,Initial Permit,2026-09-08,2026-08-12,2026-09-20,Mechanical Systems,"Filing subsequent application for installation of mechanical units on the roof and associated equipment in unit 3E, as per plans submitted.",140000,84,MERCER STREET,Manhattan,10012,GC,A.A. MECHANICAL SOL INC,168 COOK STREET,145 EAST 15TH STREET TENANTS CORP.,,,Permit Issued
M01172553-I1-GC,M01172553-I1,Initial Permit,2026-09-08,2025-11-30,2027-03-31,General Construction,"RENOVATION OF MASTER BATHROOM, HALF BATHROOM, AND GUST BATHROOM IN APT# N512 AT 4TH AND 5TH FLOOR ONLY, NO CHANGE TO OCCUPANCY, USE OR EGRESS.",20000,575,MAIN STREET,Manhattan,10044,GC,A & E BROTHERS LTD,55-07 METROPOLITAN AVE,ISLAND HOUSE TENANTS CORP.,,,Permit Issued
M01194944-I1-MS,M01194944-I1,Initial Permit,2026-09-08,2026-01-27,2026-12-31,Mechanical Systems,"MECHANICAL WORK AS PER PLANS. NO CHANGE OF USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",375000.08,920,5 AVENUE,Manhattan,10021,GC,"REIS EY, INC","286 MADISON AVENUE, FLOOR 21",,,,Permit Issued
M01198804-S2-PL,M01198804-S2,Initial Permit,2026-09-08,2025-11-25,2027-05-10,Standpipe,"ANNEX ESR: PLUMBING, SPRINKLER & STANDPIPE MODIFICATIONS TO ACCOMMODATE ALTERATIONS WITHIN THE EXISTING HOPITAL POWER BUILDING AS PER PLANS. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",244000,523,EAST 70 STREET,Manhattan,10021,P,RIEHM PLUMBING CORP,1135 Close Avenue,NEW YORK PRESBYTERIAN HOSPITAL,,,Permit Issued
M01227820-I1-MS,M01227820-I1,Initial Permit,2026-09-08,2026-08-19,2027-03-27,General Construction,INTERIOR RENOVATION OF CELLAR FLOOR GALLERY. CONSTRUCT ONE NEW PARTITION WITHIN EXISTING CELLAR GALLERY SPACE. MODIFY/EXTEND ONE DUCT AND DIFFUSER.,65000,455,WEST 19 STREET,Manhattan,10011,GC,PM MECHANICAL GROUP CORP,91-12 189TH STREET,PR,,,Permit Issued
M01244073-S2-PMM,M01244073-S2,Initial Permit,2026-09-08,2026-09-08,2027-09-08,Protection and Mechanical Methods,"Proposed temporary installation of contractor shed/ shanty as per BC 3303.16 to be used as temporary office during construction of # M01244073-I1. No change in use, egress and/or occupancy with this application.",10000,2,EAST 61 STREET,Manhattan,10065,GC,CERINA GENERAL CONTR INC,41-08 BERRIAN BLVD,The Pierre Hotel,,,Permit Issued
M01264717-S2-EW-SP,M01264717-S2,Initial Permit,2026-09-08,2025-11-21,2027-03-21,Plumbing,"Filing herewith the plans for plumbing and sprinkler modifications as submitted. No change in egress, use, or occupancy.",106000,417,EAST 68 STREET,Manhattan,10065,F,ASHLAR MECHANICAL CORP,37-22 30TH STREET,PR,,,Permit Issued
M01268930-S1-MS,M01268930-S1,Initial Permit,2026-09-08,2026-04-13,2026-09-26,Mechanical Systems,Mechanical work as shown on plans,150000,176,BROADWAY,Manhattan,10038,GC,TCM CORPORATION,43-05 35TH STREET,"AKAM ASSOCIATES, INC.",,,Permit Issued
M01274698-S2-PL,M01274698-S2,Initial Permit,2026-09-08,2026-08-27,2026-10-02,Plumbing,Modification to existing plumbing and sprinkler system at existing tenant space,54000,1,PARK AVENUE,Manhattan,10016,P,HERTLER NADILE PLBG & HTG,78-19 MYRTLE AVE.,VORNADO REALTY TRUST,,,Permit Issued
M01279609-I1-GC,M01279609-I1,Initial Permit,2026-09-08,2026-06-02,2027-03-01,General Construction,INSTALLATION OF LU/LA LIFT FROM 1ST TO 2ND FLOOR. CONVERSION OF CELLAR AND 2ND FLOOR SPACES TO ASSEMBLY. ADDITIONAL BATHROOMS AND LU/LA LIFT. NO CHANGE TO ROOF OCCUPANCY.,280000,47,CHRYSTIE STREET,Manhattan,10002,GC,SDC CONTRACT INC,673 QUINCY STREET BSMT,THUAN TAM REALTY CORP,,,Permit Issued
M01281951-I1-PL,M01281951-I1,Initial Permit,2026-09-08,2026-06-02,2027-03-09,Plumbing,"plumbing work in units 101, 131",35006,410,RIVERSIDE DRIVE,Manhattan,10025,P,ALAFOGIANNIS PLBG & HTG,254 EAST 134TH STRETT,Trustees of Columbia University,,,Permit Issued
M01282953-Z3-SF,M01282953-Z3,Initial Permit,2026-09-08,2026-09-08,2026-12-19,Supported Scaffold,"Installation of a temporary supported scaffold, enclosure and needle beam per plan submitted. Work shall comply with 2022 building codes chapter 33. No change in use, egress and/or occupancy with this application.",0,248,EAST 62 STREET,Manhattan,10065,GC,DYNAMIC HOISTING SCAFF IN,2174 POND RD,DYNAMIC HOISTING SCAFFOLDING,,,Permit Issued
M01293024-S4-EW-SD,M01293024-S4,Initial Permit,2026-09-08,2026-06-25,2027-02-25,Standpipe,"Vertical extension of existing standpipe system related to the replacement of two existing gravity tanks on the roof. No change in use, egress, or occupancy under this application. Associated applications GC M01293024-I1, ST M01293024-S1, P",190000,151,WEST 30 STREET,Manhattan,10001,F,METFLOW FIRE CONTROL LLC,107 GEORGIA AVENUE,PR,,,Permit Issued
M01293923-I1-GC,M01293923-I1,Initial Permit,2026-09-08,2026-08-28,2027-04-20,General Construction,"Filing herewith removal and installation of interior non load bearing partitions and related finishes as per plans. No change in use, occupancy, or egress under this application.",9848830.4,375,MADISON AVENUE,Manhattan,10017,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","JPMorgan Chase Bank, N.A.",,,Permit Issued
M01293923-S1-MS,M01293923-S1,Initial Permit,2026-09-08,2026-08-25,2027-04-20,Mechanical Systems,"Mechanical modifications on Floors 20 through 23. No change in use, egress, or occupancy in this application.",2248645.9,375,MADISON AVENUE,Manhattan,10017,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","JPMorgan Chase Bank, N.A.",,,Permit Issued
M01293926-I1-GC,M01293926-I1,Initial Permit,2026-09-08,2026-08-28,2027-04-20,General Construction,"Filing herewith removal and installation of interior non load bearing partitions and related finishes as per plans. No change in use, occupancy, or egress under this application.",9819994.6,375,MADISON AVENUE,Manhattan,10017,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","JPMorgan Chase Bank, N.A.",,,Permit Issued
M01293926-S1-MS,M01293926-S1,Initial Permit,2026-09-08,2026-08-25,2027-04-20,Mechanical Systems,"Filing herewith mechanical/hvac installations/modifications on floors 24 through 26 as per plans. No change in use, egress, or occupancy in this application.",2257774.3,375,MADISON AVENUE,Manhattan,10017,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","JPMorgan Chase Bank, N.A.",,,Permit Issued
M01293931-I1-GC,M01293931-I1,Initial Permit,2026-09-08,2026-08-28,2027-04-20,General Construction,"Filing herewith removal and installation of interior non load bearing partitions and related finishes as per plans. No change in use, occupancy, or egress under this application.",9597913.5,375,MADISON AVENUE,Manhattan,10017,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","JPMorgan Chase Bank, N.A.",,,Permit Issued
M01293931-S1-MS,M01293931-S1,Initial Permit,2026-09-08,2026-08-12,2027-04-20,Mechanical Systems,"Filing herewith mechanical/hvac ductwork and piping for floors 27 through 29. Early scope filed in Mechanical job # M01344776-I1 with construction costs included in this filing. No change in use, egress, or occupancy in this application.",2267949.3,375,MADISON AVENUE,Manhattan,10017,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","JPMorgan Chase Bank, N.A.",,,Permit Issued
M01293994-S1-MS,M01293994-S1,Initial Permit,2026-09-08,2026-08-25,2027-04-20,Mechanical Systems,"Filing herewith mechanical/hvac installations/modifications on floors 39 through 41. Filing in conjunction with early-phase Mechanical #M01344783-I1 approved and permitted. No change in use, egress, or occupancy in this application.",1644183.8,375,MADISON AVENUE,Manhattan,10017,GC,JRM CONSTRUCTION MGMT LLC,"111 WEST 33RD ST, 4TH FLR","JPMorgan Chase Bank, N.A.",,,Permit Issued
M01300641-I1-GC,M01300641-I1,Initial Permit,2026-09-08,2026-04-28,2027-06-15,General Construction,CONVERSION FROM 1ST FLOOR EATING AND DRINKING ASSEMBLY TO RETAIL. NO CHANGE IN FLOOR AREA OR EGRESS.,5017,854,7 AVENUE,Manhattan,10019,GC,CONTRACTING NYC LLC,"3234 43RD STREET, APT 1",EXTELL DEVELOPMENT,,,Permit Issued
M01303956-I1-PL,M01303956-I1,Initial Permit,2026-09-08,2025-12-23,2026-12-24,Plumbing,"PLUMBING WORK TAKING PLACE ON THE 6TH FLOOR AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",6000,60,EAST 42 STREET,Manhattan,10017,P,WILLIAM C. GERAKARIS P&H,46371 37TH AVENUE,ESRT,,,Permit Issued
M01310346-S3-EW-SP,M01310346-S3,Initial Permit,2026-09-08,2026-02-12,2026-12-31,Sprinklers,"Proposed: modification to the existing sprinkler system to include installation of 23 new sprinkler heads. No change of use, egress or occupancy.",9200,35,EAST 21 STREET,Manhattan,10010,F,PA MECHANICAL SVCS LLC,125-20 18TH AVENUE,"WC 28 REALTY, LLC",,,Permit Issued
M01317445-S6-EW-SP,M01317445-S6,Initial Permit,2026-09-08,2026-08-28,2027-05-18,Sprinklers,Filing herewith for temporary sprinkler systems in conjunction with gut renovation . Permanent Sprinkler system filed under seperate application.,33732.5,471,WASHINGTON STREET,Manhattan,10013,F,KG SPRINKLER CORP,4322 18TH AVE,Not Applicable,,,Permit Issued
M01325994-I1-BE,M01325994-I1,Initial Permit,2026-09-08,2025-12-10,2027-01-01,Boiler Equipment,"INSTALL NEW GAS FIRE BOILERS. NO CHANGE OF USE, EGRESS AND OCCUPANCY",200000,93,BOWERY,Manhattan,10002,P,P.S.I. MECHANICAL,"122-17 18 AVE,1ST FL UNIT STORE",WINDSOR HOTEL,,,Permit Issued
M01326000-I1-PL,M01326000-I1,Initial Permit,2026-09-08,2025-12-10,2027-01-01,Plumbing,"REMOVE GAS PIPING FROM THE DEMOLISHED GAS FIRE ABSORPTION CHILLERS AND PROVIDE NEW GAS PIPING TO NEW GAS FIRE BOILERS. NO CHANGE OF USE, EGRESS AND OCCUPANCY",50000,93,BOWERY,Manhattan,10002,P,P.S.I. MECHANICAL,"122-17 18 AVE,1ST FL UNIT STORE",WINDSOR HOTEL,,,Permit Issued
M01339040-S1-PL,M01339040-S1,Initial Permit,2026-09-08,2026-09-03,2027-06-29,Plumbing,FILING FOR PLUMBING WORK AS PER PLANS,51000,91,CENTRAL PARK WEST,Manhattan,10023,P,ASTORIA P & H CORP,20-57 STEINWAY STREET GRND FL,DA Project Management LLC,,,Permit Issued
M01339939-I1-FD,M01339939-I1,Initial Permit,2026-09-08,2026-03-12,2027-04-22,Full Demolition,Full demolition of existing 1-story building,300000,108,WEST 145 STREET,Manhattan,10039,GC,CROWBAR INDUSTRIES INC,5314 61ST STREET #1F,PR,,,Permit Issued
M01342129-I1-MS,M01342129-I1,Initial Permit,2026-09-08,2026-03-03,2026-12-31,Mechanical Systems,"Split AC Installation as per plans. No change to use, egress, or occupancy.",55000,185,WEST END AVENUE,Manhattan,10023,GC,DENAIR HVAC INC,8319 20TH AVE.....STE 200,FIRSTSERVICE RESIDENTIAL,,,Permit Issued
M01342331-I1-GC-CX,M01342331-I1,Initial Permit,2026-09-08,2026-07-29,2027-05-22,General Construction,"MINOR INTERIOR APT RENOV LIMITED TO KITCHENS & BATHROOMS AS PER PLANS. NO CHANGE TO EXTG APT LAYOUTS. ASSOC PL TO BE FILED LATER UNDER SEP LAA.NO CHANGE IN USE, EGRESS OR OCCUPANCY.",805000,1704,AMSTERDAM AVENUE,Manhattan,10031,GC,KINGS BAY CONSTRUCTION*,388 EAST 3RD STREET,PR,,,Permit Issued
M01349791-S2-ST,M01349791-S2,Initial Permit,2026-09-08,2026-08-21,2027-04-01,Structural,"Structural repairs to Existing PH Mezzanine and existing PH Roof framing in conjunction with the general construction filing, job No. M01349791-I1",400000,166,BANK STREET,Manhattan,10014,GC,DV CONTRACTING INC,"2 GRAMATAN AVENUE, STE. 305",RIVERBANK APARTMENTS CORP.,,,Permit Issued
M01351455-S1-PL,M01351455-S1,Initial Permit,2026-09-08,2026-08-05,2026-11-19,Plumbing,"Install, remove, replace and relocate plumbing fixtures on the 6th, 7th floor and roof. Plumbing work. No change in use, occupancy or egress.",42000,13,EAST 30 STREET,Manhattan,10016,P,PROCORE MECHANICAL CORP,649 MORGAN AVENUE SUITE 2J,EMPIRE 30 CONDO ASSOC,,,Permit Issued
M01356071-S1-PL,M01356071-S1,Initial Permit,2026-09-08,2026-07-23,2027-01-31,Plumbing,"RELOCATION OF (1) TOILET ROOM AND ADDITION OF (1) TOILET ROOM. PLUMBING SANITARY, VENT & WATER.",30000,30,WARREN STREET,Manhattan,10007,P,M&G PLUMBING AND HEATING,4749 31st Place,157 CHAMBERS RETAIL LLC,,,Permit Issued
M01360318-I1-MS,M01360318-I1,Initial Permit,2026-09-08,2026-08-10,2027-09-08,General Construction,"RMVE (2) EXSTNG 5 TON AIR COOLED SPLIT AC SYSTEMS & RPLC W/ (2) NEW 4 TON AIR COOLED SPLIT AC SYSTEMS. PRPSD WORK FOLLOWS SECTION AC 28-104.7. CODES INCLUDE 2022 BLDG & MECH CODES. ASHRAE, AND 2025 NYC ENERGY CODE. NO CHANGE IN USE EGRESS O",50000,535,PARK AVENUE,Manhattan,10065,GC,JUST DUCTLESS HVAC LLC,113 LAYTON FARM ROAD,PR,,,Permit Issued
M01360409-I1-GC,M01360409-I1,Initial Permit,2026-09-08,2026-04-16,2027-02-20,General Construction,"APPLICATION FILED FOR LL 11/87 FACADE REPAIRS AND RAILING REPLACEMENT AS PER PLANS HERE WITHIN. NO CHANGE IN USE, OCCUPANCY, OR EGRESS.",955285,1,EAST 66 STREET,Manhattan,10065,GC,TOWER SERVICES INC,3860 REVIEW AVENUE,BROWN HARRIS STEVENS,,,Permit Issued
M01361003-I1-MS,M01361003-I1,Initial Permit,2026-09-08,2026-03-06,2027-03-17,Mechanical Systems,"HEREWITH FILE TO MODIFY COMMERCIAL KITCHEN EXHAUST HOOD FOR EXISTING BAKERY CAFE AT THE 1ST FLOOR. THE ASSOCIATED DUCT-WORK TO REMAIN. NEW GAS COOKING EQ. FILED UNDER SEPARATE APPLICATION #M00893718-I1. NO CHANGE IN USE, EGRESS, AND OCCUPAN",12500,465,WEST BROADWAY,Manhattan,10012,GC,"LEE & COMPANY OF NY, INC","36-22A FRANCIS LEWIS BLVD, #201",MALE,,,Permit Issued
M01362043-I1-GC,M01362043-I1,Initial Permit,2026-09-08,2026-09-02,2027-07-01,General Construction,"GENERAL CONSTRUCTION TAKING PLACE ON 7TH FLOOR AS SHOWN ON DRAWINGS SUBMITTED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",1693553.9,524,BROADWAY,Manhattan,10012,GC,"JOHN GALLIN & SON, INC","102 MADISON AVENUE, 9TH FLOOR",CANNON HILL CAPITAL PARTNERS,,,Permit Issued
